"(PDH-CSV 4.0) (Eastern Standard Time)(300)","\\Ozymandias\LogicalDisk(_Total)\Avg. Disk sec/Read","\\Ozymandias\LogicalDisk(_Total)\Avg. Disk sec/Write","\\Ozymandias\LogicalDisk(_Total)\Disk Transfers/sec","\\Ozymandias\LogicalDisk(C:)\Avg. Disk sec/Read","\\Ozymandias\LogicalDisk(C:)\Avg. Disk sec/Write","\\Ozymandias\LogicalDisk(C:)\Disk Transfers/sec","\\Ozymandias\LogicalDisk(D:)\Avg. Disk sec/Read","\\Ozymandias\LogicalDisk(D:)\Avg. Disk sec/Write","\\Ozymandias\LogicalDisk(D:)\Disk Transfers/sec","\\Ozymandias\LogicalDisk(E:)\Avg. Disk sec/Read","\\Ozymandias\LogicalDisk(E:)\Avg. Disk sec/Write","\\Ozymandias\LogicalDisk(E:)\Disk Transfers/sec","\\Ozymandias\LogicalDisk(F:)\Avg. Disk sec/Read","\\Ozymandias\LogicalDisk(F:)\Avg. Disk sec/Write","\\Ozymandias\LogicalDisk(F:)\Disk Transfers/sec","\\Ozymandias\LogicalDisk(G:)\Avg. Disk sec/Read","\\Ozymandias\LogicalDisk(G:)\Avg. Disk sec/Write","\\Ozymandias\LogicalDisk(G:)\Disk Transfers/sec","\\Ozymandias\LogicalDisk(H:)\Avg. Disk sec/Read","\\Ozymandias\LogicalDisk(H:)\Avg. Disk sec/Write","\\Ozymandias\LogicalDisk(H:)\Disk Transfers/sec","\\Ozymandias\LogicalDisk(I:)\Avg. Disk sec/Read","\\Ozymandias\LogicalDisk(I:)\Avg. Disk sec/Write","\\Ozymandias\LogicalDisk(I:)\Disk Transfers/sec","\\Ozymandias\LogicalDisk(J:)\Avg. Disk sec/Read","\\Ozymandias\LogicalDisk(J:)\Avg. Disk sec/Write","\\Ozymandias\LogicalDisk(J:)\Disk Transfers/sec","\\Ozymandias\Memory\Available MBytes","\\Ozymandias\Processor(_Total)\% Processor Time","\\Ozymandias\System\Processor Queue Length","\\Ozymandias\SQLServer:Buffer Manager\Buffer cache hit ratio","\\Ozymandias\SQLServer:Buffer Manager\Page life expectancy","\\Ozymandias\SQLServer:Buffer Manager\Page lookups/sec","\\Ozymandias\SQLServer:Buffer Manager\Page reads/sec","\\Ozymandias\SQLServer:Databases(_Total)\Transactions/sec","\\Ozymandias\SQLServer:General Statistics\Active Temp Tables","\\Ozymandias\SQLServer:General Statistics\User Connections","\\Ozymandias\SQLServer:Memory Manager\Target Server Memory (KB)","\\Ozymandias\SQLServer:Memory Manager\Total Server Memory (KB)","\\Ozymandias\SQLServer:SQL Statistics\Batch Requests/sec","\\Ozymandias\SQLServer:SQL Statistics\SQL Compilations/sec","\\Ozymandias\SQLServer:SQL Statistics\SQL Re-Compilations/sec"
"01/17/2020 00:09:05.554","0.00056451960026514313","0.00030650421508410442","1006.1099221578481","0.00065263895577767075","0.0014823509004704145","67.3795331337449","0","0.00023067516776183682","7.9162201925621645","0.00029311953100875037","3.0474959671767729e-005","19.915543431814289","0.00052206849802373639","6.1180562387990486e-005","15.899103292009062","0","6.6725980194953425e-005","24.531949733582117","0.00056462465179001346","0.00017509981913632494","854.4518089950783","0","0","0","0","4.2626529092038365e-005","16.015763379057347","170825","19.475150993155566","0","100","12451","1192490.3769836815","2937.8843035903915","417.00981401745361","1052","255","870400008","870403416","239.88647042471536","91.328182432085597","2.0332186599843873"
"01/17/2020 00:10:05.555","0.00062028578548912669","0.00025363528025791068","819.87092012884045","0.00016527973555242312","0.00063402065467383392","11.416029683672237","0","0.00023603024229770396","6.1829883396239413","0.00022979518788325494","9.8018304709173999e-005","0.36664620881867038","0.0003921224495271577","5.5359911424141721e-005","0.71662668087285575","0","8.4092039365780499e-005","9.1994866939957287","0.00062072301579323174","0.00024716201947678731","791.98914252185693","0","0","0","0","0","0","170829","15.012983132107237","0","100","12471","804561.5743481433","2972.6841324179568","357.14673886291394","1050","251","870400008","870401656","190.70602579600205","69.312799203493185","1.3165932043943163"
"01/17/2020 00:11:05.556","0.00065004724438066886","0.00026864673339819009","905.99709833936038","0.0001551997516803973","0.00064556994383227592","10.766236075332525","0","0.00022038916461871594","7.2497100507270105","0.00017450638745644675","7.1722551910583616e-005","0.34998600244889017","0.00023424689793223605","6.3399898560162306e-005","1.7332640121278369","0","8.1745709914828743e-005","7.5330320527094452","0.00065171280687792519","0.00026407209967785203","878.3648701460146","0","0","0","0","0","0","170829","17.975425506102361","0","100","12492","859137.30581147724","2932.599378519717","2228.1608855906843","1050","256","870400008","870400280","210.62490947376543","88.513126619335978","1.3999440097955607"
"01/17/2020 00:12:05.556","0.00053067610612287091","0.00037366144599550698","1269.5949058918163","0.00020063967897651365","0.0013188620915013259","142.84192620633706","0","0.00024004521178258342","6.4329697253116453","0.0003948615904436775","3.0080364339193011e-005","142.52527743747459","0.00039552736715621256","6.8231001941508008e-005","0.81662050917168549","0","5.7419325328795181e-005","23.448674620501258","0.00053096157611293615","0.00019584079615712652","953.5294373930202","0","0","0","0","0","0","170831","17.016177375374131","0","99.999828562513827","12512","861960.59643314697","3000.7470567124051","855.50164484306401","1052","246","870400008","870402040","202.87186649279445","72.262582199355677","1.8498954391440223"
"01/17/2020 00:13:05.541","0.00073594876725530459","0.00048693312602626938","1912.288227846278","0.00045887926579317472","0.0015424539291383388","422.55613574265737","0","0.00022106730674779576","8.0517048115710708","0.00027472760512856922","2.881651412525215e-005","446.22781448475041","0.00026083326687729931","4.1107244853725977e-005","65.897285963023691","0","7.5590624828947899e-005","100.58796445759802","0.00073963893993065374","0.00011413517710010521","848.84639545589846","0","0","0","0","4.4882380549417304e-005","20.120926930779053","170831","21.355179747361351","0","100","12532","1091036.1916933744","2998.3681868083213","354.60841563507211","1049","247","870400008","870400184","177.95434547312874","75.365957459860894","1.7003600223193567"
"01/17/2020 00:14:05.543","0.00072638501588295605","0.00034919525057136298","1187.7636893100073","0.0019427168916529734","0.0013234474036879845","170.57093853163173","0","0.00022650678691040792","7.3661313953083756","0.0003063355098631842","2.9735342784053715e-005","143.13959853914849","0.00026439487108585334","5.5535631667006796e-005","15.54887011724596","0","7.1874839238219809e-005","41.880290037126578","0.00072702161964649905","0.00010129180501871398","800.7751437659897","0","0","0","0","3.9999936000102404e-005","8.4827169235564774","170839","18.415315308970182","0","100","12552","938166.2433620597","2971.1340979343267","2629.5255881129897","1051","252","870400008","870400568","109.20873084492258","42.880217375856219","1.3998982742215011"
"01/17/2020 00:15:05.544","0.00074368721031696397","0.00042561999797124304","1331.9078515723397","0.00080854270633166979","0.0015845071525304915","194.57230654921943","0.00034559944704088476","0.00025636495690467656","6.616291708782879","0.0002876490635710221","3.8830978413058247e-005","108.46052000191177","0.00034151218085323791","5.9210939745255033e-005","5.6830112662341605","0","5.3059198529233283e-005","119.54322525717781","0.00074430721157635175","0.00013664972824668583","897.0158310668254","0","0","0","0","6.4639896576165472e-005","0.016665722188369973","170839","15.956415692831072","0","99.999893616794935","12572","1060499.4161399161","3048.8272171404028","590.14988841236902","1057","260","870400008","870403664","210.87138284944527","89.944902650632741","2.2998696619950563"
"01/17/2020 00:16:05.547","0.00065033164599808627","0.00036586554189411475","1357.1116205200169","0.00015722641510440249","0.0011265676315658636","225.02981815803952","0","0.00026192175287089678","7.3660060450161788","0.00026138624844866914","6.0087424946316344e-005","162.11879367854613","0.00039380300627882628","4.2634980643965824e-005","5.2995247111202373","0","5.208233702490271e-005","83.175873689311643","0.00065061671960446631","0.00017444498548906519","874.08827389388819","0","0","0","0","9.0719854848232237e-005","0.033330344095095832","170841","15.044560935059426","0","100","12592","799061.11938514991","2934.6368065409029","459.10882473789752","1051","256","870400008","870400120","134.22129567095092","53.261889863963141","1.3332137638038333"
"01/17/2020 00:17:05.547","0.00061368015736304872","0.00014285776391208973","883.18199888473896","0.00018361570621487007","0.00065789321140728057","11.06623228085722","0","0.00024890134534759101","6.4997448637564998","0.00018486124268355018","6.8195446442841253e-005","0.36665227436575126","0.00038145938966497651","7.231988428818514e-005","0.39998429930809226","0","0.00011029293277500504","7.9330219362771635","0.00061416865012264485","0.00012985536247108858","856.91636323017417","0","0","0","0","0","0","170843","15.070679400250864","0","100","12611","841439.53741287161","2946.2510166784655","2315.0424603453534","1051","251","870400000","870400000","172.34323496437426","71.280535339196277","1.3666130226359821"
"01/17/2020 00:18:05.532","0.00064550852170735791","0.00033805366078464271","1216.5739635377868","0","0.00096943658422033862","205.97689600395859","0","0.00023283410688431519","6.884789418066922","0.00045471927244916405","0.00013703387807703526","63.763485530522949","0.00025553879113793417","4.9272080874289476e-005","18.787306717097874","0","4.9532139160605835e-005","126.39339798494771","0.00064594989912929548","0.00015887231341266602","776.33085520430166","0","0","0","0","4.0144890560218506e-005","18.437232678891082","170829","11.240368457048699","0","100","12631","566675.24784532771","2940.1884959373738","302.86405362576232","1053","254","870400008","870400504","152.34888738913705","63.546773030680647","1.50031730660054"
"01/17/2020 00:19:05.534","0.00066169957372836405","0.0002727942215953029","1232.8967171504416","0.00024255961190462096","0.00040684561635680069","214.25451074219467","0","0.0002293110616737299","7.4662430625780347","0.00036223942041692733","0.00018266395247954986","69.796040058207168","0.00041109267558505242","5.4052373759419942e-005","17.965647369328398","0","4.829232267945054e-005","126.17617461334443","0.00066188039375955068","0.00030339174088922695","789.0718979550943","0","0","0","0","3.7138226293123646e-005","8.1662033496947259","170825","10.996653745183272","0","100","12650","451406.78902539541","2929.5337902368128","255.48550479759214","1051","252","870400008","870399992","163.79070718530565","70.92930909449133","1.3665891319897296"
"01/17/2020 00:20:05.535","0.0006185870534455997","0.00020428061776961136","1192.6361574935465","0.00011253315328028808","0.00025705842151139318","194.52292040838262","0","0.00023188782175056954","6.9162964333001016","0.00041764225860165455","0.00018608834139864888","69.579608696452823","0.00042630331791469132","7.2759883584186272e-005","0.38331281437566828","0","4.7676809944648997e-005","133.59284869718942","0.00061947134494613613","0.00023402936380833526","787.64117044384602","0","0","0","0","0","0","170826","11.153209980600408","0","100","12670","465258.81109218532","2979.357179945765","2083.1218226118381","1051","247","870400008","870401016","142.7756904676674","56.680299203984688","1.3332619630458027"
"01/17/2020 00:21:05.535","0.00063424720675935747","0.00062471298993590574","2083.9099706468833","0.00045322594150516026","0.0017895078488293268","509.40725172377563","0","0.00027261471909595256","5.3663919078405993","0.00029877285529676483","9.6289351365264601e-005","69.429778534360054","0.00022977845588388236","5.9612063106801927e-005","58.063693810300151","0","5.0538699921285612e-005","495.37463685917385","0.0006360869810687576","0.00014652654157223201","946.26821781143292","0","0","0","0","0","0","170323","17.666577120645112","0","100","12689","1348471.5583666782","3249.3669660108612","244.08750273985532","1054","259","870400008","870401288","192.55680777388287","79.029287040310933","1.9832317920280476"
"01/17/2020 00:22:05.522","0.00043732199839190226","0.00070858790665672951","4012.1304181765504","0.0016394373769001969","0.0015180226690357677","938.53363028097363","0","0.00028539499580420159","7.1846114640883032","0.00037576091122035302","6.1097521875866836e-005","220.53923357282656","0.00019682528507954387","4.3700877990373721e-005","249.91112545153558","0","4.9426552333688258e-005","668.35223211405207","0.00043862557395460601","0.00068919939773764765","1927.6095852930744","0","0","0","0","0","0","169585","22.66073061989151","0","100","12709","1336957.3425480814","3195.8852094745835","837.29895412921428","1050","258","870400008","870400728","169.51348950884909","67.612028070399433","1.6002846880567914"
"01/17/2020 00:23:05.525","0.00051079678717803987","0.0006115968727170558","4045.7418642408443","0.001758589186257302","0.0015777812513581848","1301.2455327057939","0","0.00027998900256704648","6.0661796583664271","0.0003060221430918438","4.0762051523115331e-005","783.93706354273831","0.00021596026984818363","3.1661655121723065e-005","395.20160554533368","0","4.4783943452924862e-005","741.30715264685557","0.00054624884862595861","0.0001357780432320836","809.16837124264703","0","0","0","0","4.9224269067256446e-005","8.8159588991094502","170777","17.687975870830119","0","99.976755408045577","12728","1265894.3707868017","3470.9380109531617","2137.395071165186","1050","294","870400008","870400472","172.95278157837026","63.011607934844676","1.5498755720551585"
"01/17/2020 00:24:05.529","0.00056710025884673784","0.00074992645759822617","3100.7800134520644","0.00061119902208156465","0.001674377385753976","1049.9693376447588","0","0.00030432653502111763","5.316089496209476","0.00031954384798504583","5.368496862234744e-005","238.35745474697222","0.00025813776879775172","3.685864972457936e-005","340.81299776482757","0","4.8211189117388351e-005","653.56237574402269","0.00057706268466032945","0.00050881819304171994","792.54728608379389","0","0","0","0","4.1746347055803485e-005","20.21447197147992","169165","13.575436543267749","0","100","12747","1223714.2240767905","3010.6897945915366","189.31277955153496","1052","247","870400008","870400776","86.607263673356258","31.746553261062857","1.3831831604557572"
"01/17/2020 00:25:05.516","0.00061813413941761786","0.00042258074252485528","3550.4139426471957","0.00050419119329409077","0.0013454077502825699","869.0710273392815","0","0.0002410086611151142","8.9182506881464576","0.00024305155141602519","4.8386670204756066e-005","1088.3099676205941","0.000312875288873222","3.4734139914097943e-005","11.402025178863884","0","4.0487257961672531e-005","773.25400873093417","0.00061946787497046182","0.00019171862230634248","799.02525277555924","0","0","0","0","6.1329132642618536e-005","0.43341031381646339","170819","13.090550405180668","0","100","12766","1022282.7401473231","2984.263385410713","274.86548709691016","1051","248","870400008","870401168","184.29940113672382","80.264256193318118","1.6502931179934568"
"01/17/2020 00:26:05.520","0.00068128460798023993","0.00047024018755095949","3438.9765111662432","0.00046911924940920097","0.0013327026694802085","953.1223915755113","0","0.00023462046555789497","9.1157650095606932","0.0002128682308394021","5.256054813470837e-005","1145.7366730755159","0.00033124213667924798","5.570276801842831e-005","0.48328553067140784","0","4.4135127251337916e-005","568.92705971004114","0.00068239647988244947","0.00021064481186359402","761.5913362649427","0","0","0","0","0","0","170821","12.675423722977808","0","100","12785","692322.12114391965","2971.4060927508053","2115.3074377121538","1051","245","870400008","870400656","134.65334785603363","56.961032546030069","1.3831965188181672"
"01/17/2020 00:27:05.522","0.00063877005096967183","0.00051330470982999905","3306.9503310677474","0.00063351898636962185","0.0014341613638784031","940.27656077913161","0","0.00023798654066527168","7.8495260568410314","0.00020039967936051303","5.3482889716710205e-005","1065.7356524052448","0.00030492640866947029","6.1975173566995021e-005","1.3999154751054068","0","4.1336934277619175e-005","439.92343805187414","0.00063933595932619573","0.00016585686895267547","813.08424046955463","0","0","0","0","4.1157917775078224e-005","38.680997829995825","170743","12.542728941417158","0","99.99993626022146","12812","810866.34104981681","2930.6063875102441","266.6672323471621","1052","242","870400008","870403208","171.32298909623313","67.445927711328352","1.9498822688968167"
"01/17/2020 00:28:05.510","0.00051473377768657504","0.00071878303080234306","3597.166538791324","0.00029855952230476432","0.0019439237653131225","1057.476347293456","0","0.00031762705615314579","8.4180704843027083","0.0002456304841842078","5.5630921388427233e-005","529.33827372085648","0.00027475300633386657","3.7471637265959912e-005","380.44677755097172","0","5.8964371705024128e-005","226.33774462546967","0.0006112652072082762","0.00015115578416111656","795.59934272237558","0","0","0","0","3.5805778059825085e-005","599.54998239389215","170648","13.521758371337933","0","100","12875","1391552.5753136389","3728.5884550254677","265.36091889032639","1050","248","870400008","870402432","148.50809890030263","65.827644242596833","2.5004169755354582"
"01/17/2020 00:29:05.512","0.00059807639965818796","0.0006757990920090121","3735.8540465694737","0.00061830301071518282","0.001704911915792112","1206.7805722441535","0","0.00028713602913197169","8.7317456483835478","0.00028253615612928469","4.9706538537749742e-005","773.75930808595729","0.00027382288343815678","4.7234846714041568e-005","257.50317844364685","0","5.3726101696732639e-005","256.27006932536369","0.00067455577731961446","0.00016162372026683021","799.67126320663749","0","0","0","0","3.9535442456368669e-005","433.13790961533118","170842","13.012818689557626","0","99.999928370097379","12937","1411493.2495340735","3404.4643028492378","2100.2014557137795","1051","248","870400008","870400984","170.93558561282143","72.020237962430713","1.8330000406912026"
"01/17/2020 00:30:05.504","0.00073464596492108121","0.00017945068315566504","12147.134019322346","0.00074399880960190467","0.0010175249544400536","1717.603596761365","0.00018559970304047514","0.00039194090706470212","47.843182634106057","0.0002157803540521328","4.7862948570383865e-005","1714.7863501184509","0.00020887171878538241","2.57093223782143e-005","3711.6140963994244","0","5.0729964889608434e-005","423.47051165651436","0.00075539732133806715","0.00017177275002250308","762.05688185906774","0","0","0","0","2.0840973645717446e-005","3769.759399893418","170837","13.907277772094783","0","99.99988655481728","13000","843909.03246151074","2972.912022509131","239.38261415531812","1054","252","870400008","870401544","164.05043912969955","70.431166072856485","2.8505868398718244"
"01/17/2020 00:31:05.506","0.00050443194517380495","9.9427739623999506e-005","18976.704804876572","0.0010013947614047455","0.00067731630981261997","1956.9492473082544","0","0.00040685002792375375","80.0271684769492","0.00023190174660426424","4.9966801457178634e-005","1949.8997903599518","0.00032713345428164042","2.5691990571885407e-005","6708.9831765442405","0.00038977654264858724","4.6884427161676528e-005","921.92897962199709","0.00064121539591375479","0.00017176564913312179","793.38888164975447","0","0","0","0","1.2718152469654299e-005","6565.5275609154232","170792","19.661312943344821","0","100","13062","969271.39928698086","3082.5125400539173","245.76440098491668","501","247","870400008","870425480","136.70613557193136","60.162032111992218","1.9498497942113822"
"01/17/2020 00:32:05.507","0.00056105355500447895","0.00024042730600143825","7970.1933793627186","0.0011584781464349656","0.0011595560005288881","1213.5163473381378","0.00059999904000153598","0.00038202304952533224","31.064951884066318","0.00031170489809755991","4.8696535649044809e-005","677.89591353877768","0.0002978608251978276","2.8345439671975088e-005","2453.0979225446663","0.00045315230866417128","5.2113725728129441e-005","181.7399679698193","0.00058561043520626141","0.00035959373641368287","1062.9079942392605","0","0","0","0","2.0396770905441435e-005","2349.9702818479909","170843","16.076237665392","0","100","13124","876464.61923042766","3158.2923292090341","2741.9319789302635","443","300","870400008","870384608","175.22366100272171","77.195738802036047","2.1998785668974001"
"01/17/2020 00:33:05.509","0.00054173050315297971","0.00061006387576881824","3660.7939205533967","0.0011001582397468163","0.0015907037529249697","1111.6222399254889","0","0.00031233092884194247","8.8660464699763128","0.0002616678277769732","3.3855751137541462e-005","633.85566059977282","0.00028263721444712355","4.3099154531364039e-005","491.9489205775015","0","5.8053060604986837e-005","205.10231937217762","0.00061290198587999722","0.00018754895151286934","854.35690278822506","0","0","0","0","5.1936394558546783e-005","355.04183082025446","170834","19.455739735169065","0","99.999966573384128","13187","1170541.885051734","3531.9862642254889","323.71068915943596","470","305","870400008","870388672","157.28899733766249","76.994614081373243","3.3997621802164812"
"01/17/2020 00:34:05.497","0.00063535236195499587","0.00066855120025768357","3492.2997587270352","0.00031039950336079461","0.0019317845050481931","659.21006505214405","0.00020207967667251734","0.00029723548141247707","7.8179719948782571","0.00048351567220501025","3.1625305156303468e-005","432.38886050137978","0.00075274213074570542","5.2866814553832518e-005","601.16704056138474","0","5.7852549922966757e-005","51.475261237066221","0.0006434249889516715","0.00018969921512602389","1249.6419798892184","0","0","0","0","3.9065869335185327e-005","490.59857949096369","170800","16.246406409686355","0","99.999683238234411","13249","1099364.5554757712","14445.845284847477","333.65570884751213","503","304","870400008","870400008","93.732316689126733","48.841488155636021","4.8674793656811319"
